GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,SOURCEURL
330205863,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,116,43,116,1.499607375,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150101,http://kdhnews.com/news/ap/weather-worries-remain-in-hunt-for-airasia-plane/article_9f5f4827-543e-5459-9879-9bf15a832cf9.html,2015
330205865,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,60,14,60,1.656831499,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150101,http://ngrguardiannews.com/news/world-news/192413-airasia-qz8501-female-passenger-is-first-victim-buried,2015
330205866,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,1711,151,1671,1.793414043,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150101,http://kdhnews.com/news/ap/weather-worries-remain-in-hunt-for-airasia-plane/article_9f5f4827-543e-5459-9879-9bf15a832cf9.html,2015
330205872,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,8,1,8,1.889020071,1,Canada,CA,CA,60,-95,CA,1,Canada,CA,CA,60,-95,CA,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://globalnews.ca/news/1751209/indonesia-family-buries-1st-victim-from-airasia-flight-8501-crash/,2015
330205873,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,12,6,12,1.468316178,1,China,CH,CH,35,105,CH,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://www.heraldstandard.com/news/world/asia/st-of-bodies-from-airasia-crash-identified/article_89f3deec-2cb3-5900-90cb-df6494fa69c1.html,2015
330205874,20150101,201501,2015,2015.0027,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,12,3,12,1.595752559,1,China,CH,CH,35,105,CH,1,China,CH,CH,35,105,CH,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150101,http://www.hutchnews.com/ap/business/recovery-victim-ids-go-slowly/article_203c16e0-72d6-52f8-9479-58ab21e7bba2.html,2015
330281366,20150102,201501,2015,2015.0055,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,1,84,84,8,2,7,20,1,20,2.211302211,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150102,http://www.dailymail.co.uk/news/article-2894514/AirAsia-search-team-say-located-30-bodies-victims-strapped-seats-hunt-intensifies-black-box-ocean-floor.html?ITO=1490&ns_campaign=1490,2015
330303907,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,38,5,38,1.829668379,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150102,http://www.rep-am.com/articles/2015/01/02/news/national/852803.txt,2015
330303908,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,1,1,1,2.016129032,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,20150102,http://www.newser.com/article/4a51a8e6cfa441239fea7cc945c26033/weather-worries-remain-as-ships-planes-scour-sea-in-hunt-for-crashed-airasia-flight.html,2015
330303909,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,68,30,68,1.919760529,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150102,http://www.firstpost.com/world/airasia-live-rescue-team-recover-30-bodies-some-were-strapped-to-their-seats-2018971.html,2015
330303910,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,10,4,10,2.066679713,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150102,http://www.elpasoinc.com/news/wire/headlines/article_a05e4fea-8104-5843-b42d-4059f949dad2.html,2015
330303911,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,1,1,1,2.447552448,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150102,http://www.nwherald.com/2015/01/01/more-bodies-recovered-from-airasia-crash/axewg4a/,2015
330303912,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,20,2,20,1.789611032,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,20150102,http://www.trivalleycentral.com/casa_grande_dispatch/world_news/first-of-bodies-from-airasia-crash-id-d-returned-to/article_e58d4c80-929c-11e4-a146-7715306a927c.html,2015
330303913,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,81,37,81,2.060321854,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150102,http://www.tempo.com.ph/2015/01/more-bodies-recovered-as-hunt-for-fuselage-intensifies/,2015
330303914,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,22,5,22,1.736728732,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150102,http://www.nwaonline.com/news/2015/jan/02/hunt-for-airasia-debris-dead-pulls-more/,2015
330303915,20150102,201501,2015,2015.0055,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,841,84,8,2,7,785,83,785,2.04461319,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150102,http://www.sbs.com.au/news/storystream/airasia-flight-more-bodies-recovered,2015
330382588,20150103,201501,2015,2015.0082,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,0,84,84,8,2,7,20,1,20,2.022538359,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150103,http://www.dailymail.co.uk/news/article-2895320/AirAsia-flight-QZ8501-did-not-permit-flying-deadly-route.html?ITO=1490&ns_campaign=1490,2015
330467126,20150104,201501,2015,2015.011,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,1,10,10,1,1,0,1,1,1,0,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150104,http://www.straitstimes.com/news/asia/south-east-asia/story/airasia-flight-qz8501-3-more-passengers-bodies-identified-20150104,2015
330467127,20150104,201501,2015,2015.011,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,1,10,10,1,1,0,4,1,4,0,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150104,http://www.straitstimes.com/news/asia/south-east-asia/story/airasia-flight-qz8501-3-more-passengers-bodies-identified-20150104,2015
330467128,20150104,201501,2015,2015.011,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,0,84,84,8,2,7,10,1,10,1.722343144,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150104,http://article.wn.com/view/2015/01/04/Weather_halts_AirAsia_search_no_pings_from_black_box_detecte/,2015
330484717,20150104,201501,2015,2015.011,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,6,2,6,1.565430812,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150104,http://www.deccanchronicle.com/150104/world-asia/article/fifth-object-found-airasia-jet-crash-indonesia-search-and-rescue-chief,2015
330484718,20150104,201501,2015,2015.011,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,24,2,24,1.565430812,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150104,http://www.deccanchronicle.com/150104/world-asia/article/fifth-object-found-airasia-jet-crash-indonesia-search-and-rescue-chief,2015
330568591,20150105,201501,2015,2015.0137,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,0,84,84,8,2,7,24,1,8,1.333533114,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150105,http://article.wn.com/view/2015/01/05/Missing_AirAsia_plane_High_probability_the_tail_of_flight_QZ/,2015
330597934,20150105,201501,2015,2015.0137,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,12,1,12,1.459690872,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150105,http://www.firstpost.com/world/airasia-live-indonesian-officials-say-qz8501-crashed-due-to-ice-2018971.html,2015
330597935,20150105,201501,2015,2015.0137,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,48,1,48,1.459690872,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150105,http://www.firstpost.com/world/airasia-live-indonesian-officials-say-qz8501-crashed-due-to-ice-2018971.html,2015
330902237,20150107,201501,2015,2015.0192,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,4,1,4,1.482930584,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150107,http://www.firstpost.com/world/airasia-live-indonesia-confirms-tail-of-missing-jet-found-hunt-on-for-black-box-2018971.html,2015
330902238,20150107,201501,2015,2015.0192,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,16,1,16,1.482930584,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150107,http://www.firstpost.com/world/airasia-live-indonesia-confirms-tail-of-missing-jet-found-hunt-on-for-black-box-2018971.html,2015
331162570,20150109,201501,2015,2015.0247,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,4,2,4,1.419170099,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150109,http://www.firstpost.com/world/airasia-live-ships-pick-up-pings-from-black-box-divers-continue-search-2018971.html,2015
331162571,20150109,201501,2015,2015.0247,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,16,2,16,1.419170099,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150109,http://www.firstpost.com/world/airasia-live-ships-pick-up-pings-from-black-box-divers-continue-search-2018971.html,2015
331228582,20150110,201501,2015,2015.0274,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,2,1,2,1.506339975,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,20150110,http://www.firstpost.com/world/airasia-live-indonesia-deploys-divers-to-investigate-underwater-pings-2018971.html,2015
331228583,20150110,201501,2015,2015.0274,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,8,1,8,1.506339975,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150110,http://www.firstpost.com/world/airasia-live-indonesia-deploys-divers-to-investigate-underwater-pings-2018971.html,2015
331342937,20150111,201501,2015,2015.0301,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,2,1,2,1.515151515,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,20150111,http://www.firstpost.com/world/airasia-live-indonesia-officials-confirm-1-black-box-retrieved-from-java-sea-2018971.html,2015
331342938,20150111,201501,2015,2015.0301,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,8,1,8,1.515151515,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150111,http://www.firstpost.com/world/airasia-live-indonesia-officials-confirm-1-black-box-retrieved-from-java-sea-2018971.html,2015
331483801,20150112,201501,2015,2015.0329,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,2,1,2,1.523229246,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,4,"Pangkalan Bun, Kalimantan Tengah, Indonesia",ID,ID13,-2.68333,111.617,-2690830,20150112,http://www.firstpost.com/world/airasia-live-flight-data-recorder-found-hunt-on-for-second-black-box-2018971.html,2015
331483802,20150112,201501,2015,2015.0329,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,8,1,8,1.523229246,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150112,http://www.firstpost.com/world/airasia-live-flight-data-recorder-found-hunt-on-for-second-black-box-2018971.html,2015
332777688,20150120,201501,2015,2015.0548,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,2,1,2,1.470588235,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,5,"East Java, Jawa Timur, Indonesia",ID,ID08,-7.7394,112.51,-2679925,20150120,http://www.deccanchronicle.com/150120/world-asia/article/airasia-plane-climbed-speed-beyond-normal-then-stalled-minister,2015
332777689,20150120,201501,2015,2015.0548,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,0,841,84,8,2,7,8,1,8,1.470588235,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150120,http://www.deccanchronicle.com/150120/world-asia/article/airasia-plane-climbed-speed-beyond-normal-then-stalled-minister,2015
335145729,20150204,201502,2015,2015.0932,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,1,36,36,3,1,4,10,1,10,2.808988764,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,20150204,http://www.thejakartapost.com/news/2015/02/05/basarnas-recovers-91-victims-airasia-crash.html,2015
335184304,20150204,201502,2015,2015.0932,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,36,36,3,1,4,15,2,15,2.530553913,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150204,http://www.thejakartapost.com/news/2015/02/05/basarnas-recovers-91-victims-airasia-crash.html,2015
335330634,20150205,201502,2015,2015.0959,COPHLH,POLICE,,,,,,COP,HLH,,IDNHLH,SURABAYA,IDN,,,,,HLH,,,1,36,36,3,1,4,10,1,10,1.704545455,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,4,"Selayar, Nusa Tenggara Timur, Indonesia",ID,ID18,-8.4261,121.104,10965628,20150205,http://www.plenglish.com/index.php?option=com_content&task=view&id=3507511&Itemid=1,2015
335369023,20150205,201502,2015,2015.0959,IDNHLH,SURABAYA,IDN,,,,,HLH,,,COPHLH,POLICE,,,,,,COP,HLH,,1,36,36,3,1,4,10,1,10,1.704545455,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,4,"Surabaya, Jawa Timur, Indonesia",ID,ID08,-7.24917,112.751,-2698521,20150205,http://www.plenglish.com/index.php?option=com_content&task=view&id=3507511&Itemid=1,2015
412050693,20150225,201502,2015,2015.1507,GOVHLH,MINIST OF HEALTH,,,,,,GOV,HLH,,HLH,HOSPITAL,,,,,,HLH,,,0,42,42,4,1,1.9,6,1,6,-0.724637681,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150225,http://thejakartaglobe.beritasatu.com/news/investigation-deadly-drug-mix-continues/,2015
412050694,20150225,201502,2015,2015.1507,GOVHLH,MINIST OF HEALTH,,,,,,GOV,HLH,,IDNHLH,INDONESIA,IDN,,,,,HLH,,,0,42,42,4,1,1.9,4,1,4,-0.724637681,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,4,"Jakarta, Jakarta Raya, Indonesia",ID,ID04,-6.17444,106.829,-2679652,20150225,http://thejakartaglobe.beritasatu.com/news/investigation-deadly-drug-mix-continues/,2015
412077515,20150225,201502,2015,2015.1507,GOVHLH,HEALTH MINIST,,,,,,GOV,HLH,,HLH,HOSPITAL,,,,,,HLH,,,1,100,100,10,3,-5,10,1,10,1.063829787,0,,ID,ID08,-7.7394,112.51,-2679925,0,,ID,ID08,-7.7394,112.51,-2679925,0,,ID,ID08,-7.7394,112.51,-2679925,20150225,http://www.thejakartapost.com/news/2015/02/25/on-stem-cells-patients-beware.html,2015
414856956,20150306,201503,2015,2015.1808,HLH,DOCTOR,,,,,,HLH,,,IDNHLH,INDONESIA,IDN,,,,,HLH,,,0,51,51,5,1,3.4,8,1,8,-4.716981132,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,20150306,http://www.aa.com.tr/en/news/474910--indonesia-urged-to-halt-execution-of-brazilian,2015
414856985,20150306,201503,2015,2015.1808,IDNHLH,INDONESIA,IDN,,,,,HLH,,,HLH,DOCTOR,,,,,,HLH,,,0,13,13,1,1,0.4,8,1,8,-4.716981132,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,4,"Bogor, Jawa Barat, Indonesia",ID,ID30,-6.1522,106.991,-2673682,20150306,http://www.aa.com.tr/en/news/474910--indonesia-urged-to-halt-execution-of-brazilian,2015
